cik,ticker,fiscal_year,prev_fiscal_year,report_date,filing_date,prev_filing_date,accession,prev_accession,cos_full,jac_full,len_full,cos_1a,jac_1a,len_1a,cos_7,jac_7,len_7
0000019617,JPM,2022,2021,2022-12-31,2023-02-21,2022-02-22,0000019617-23-000231,0000019617-22-000272,0.999323,0.940449,1152351,0.999204,0.925926,124844,,,0
0000019617,JPM,2023,2022,2023-12-31,2024-02-16,2023-02-21,0000019617-24-000225,0000019617-23-000231,0.998244,0.926743,1237222,0.999493,0.907978,132947,,,0
0000019617,JPM,2024,2023,2024-12-31,2025-02-14,2024-02-16,0000019617-25-000270,0000019617-24-000225,0.964553,0.938320,1212648,0.252452,0.931738,137111,,,0
0000019617,JPM,2025,2024,2025-12-31,2026-02-13,2025-02-14,0001628280-26-008131,0000019617-25-000270,0.998845,0.912425,1180910,0.996528,0.769815,113413,,,0
0000021344,KO,2008,2007,2008-12-31,2009-02-26,2008-02-28,0001047469-09-001875,0001193125-08-041768,0.997122,0.880306,566790,0.991339,0.885996,36786,0.992519,0.849569,44721
0000021344,KO,2009,2008,2009-12-31,2010-02-26,2009-02-26,0001047469-10-001476,0001047469-09-001875,0.993793,0.869650,551554,0.993218,0.869205,40111,,,0
0000021344,KO,2010,2009,2010-12-31,2011-02-28,2010-02-26,0001047469-11-001506,0001047469-10-001476,0.983173,0.836715,684783,0.979970,0.798375,46776,,,128238
0000021344,KO,2011,2010,2011-12-31,2012-02-23,2011-02-28,0000021344-12-000007,0001047469-11-001506,0.997944,0.903373,696287,0.982395,0.833448,50956,0.990761,0.852264,126457
0000021344,KO,2012,2011,2012-12-31,2013-02-27,2012-02-23,0000021344-13-000007,0000021344-12-000007,0.997180,0.910770,733741,0.983930,0.852304,49242,0.995286,0.866142,127078
0000021344,KO,2013,2012,2013-12-31,2014-02-27,2013-02-27,0000021344-14-000008,0000021344-13-000007,0.988838,0.879990,648535,0.996648,0.908711,52903,0.994642,0.856762,123114
0000021344,KO,2014,2013,2014-12-31,2015-02-25,2014-02-27,0000021344-15-000005,0000021344-14-000008,0.997961,0.923020,645091,0.994180,0.899800,56381,0.814677,0.405904,33752
0000021344,KO,2015,2014,2015-12-31,2016-02-25,2015-02-25,0000021344-16-000050,0000021344-15-000005,0.996408,0.902653,693738,0.994582,0.901266,62701,0.990048,0.843404,38053
0000021344,KO,2016,2015,2016-12-31,2017-02-24,2016-02-25,0000021344-17-000009,0000021344-16-000050,0.997325,0.928397,697359,0.997413,0.916870,64646,0.558212,0.239678,46133
0000021344,KO,2017,2016,2017-12-31,2018-02-23,2017-02-24,0000021344-18-000008,0000021344-17-000009,0.997353,0.936047,692823,0.995399,0.895320,62251,0.984853,0.717748,36197
0000021344,KO,2018,2017,2018-12-31,2019-02-21,2018-02-23,0000021344-19-000014,0000021344-18-000008,0.998461,0.913525,705624,0.995338,0.902633,69476,0.891261,0.330248,61233
0000021344,KO,2019,2018,2019-12-31,2020-02-24,2019-02-21,0000021344-20-000006,0000021344-19-000014,0.998508,0.914626,665379,0.995420,0.912442,75304,0.995837,0.929183,64144
0000021344,KO,2020,2019,2020-12-31,2021-02-25,2020-02-24,0000021344-21-000008,0000021344-20-000006,0.995788,0.866430,642916,0.992568,0.847186,84633,0.964468,0.576689,155234
0000021344,KO,2021,2020,2021-12-31,2022-02-22,2021-02-25,0000021344-22-000009,0000021344-21-000008,0.998472,0.890200,610006,0.994792,0.822233,86433,0.997355,0.864676,157159
0000021344,KO,2022,2021,2022-12-31,2023-02-21,2022-02-22,0000021344-23-000011,0000021344-22-000009,0.999432,0.936328,606694,0.994740,0.903658,87060,0.997942,0.928013,162576
0000021344,KO,2023,2022,2023-12-31,2024-02-20,2023-02-21,0000021344-24-000009,0000021344-23-000011,0.999158,0.927114,602616,0.997685,0.913486,89400,0.996190,0.901603,172670
0000021344,KO,2024,2023,2024-12-31,2025-02-20,2024-02-20,0000021344-25-000011,0000021344-24-000009,0.999342,0.944956,604578,0.998512,0.954082,90857,0.998865,0.936257,176310
0000021344,KO,2025,2024,2025-12-31,2026-02-20,2025-02-20,0001628280-26-010047,0000021344-25-000011,0.999522,0.960657,602696,0.999203,0.965341,92462,0.584539,0.075797,3236
0001707925,LIN,2018,2017,2018-12-31,2019-03-18,2018-03-23,0001628280-19-003050,0001707925-18-000004,0.940401,0.416895,432572,0.884722,0.363526,29343,0.758578,0.148008,107398
0001707925,LIN,2019,2018,2019-12-31,2020-03-02,2019-03-18,0001707925-20-000015,0001628280-19-003050,0.997190,0.898775,448318,0.999907,0.993103,29215,0.946471,0.814988,130276
0001707925,LIN,2020,2019,2020-12-31,2021-03-01,2020-03-02,0001628280-21-003574,0001707925-20-000015,0.992925,0.891001,349653,0.996358,0.877934,27844,0.928784,0.792544,75529
0001707925,LIN,2021,2020,2021-12-31,2022-02-28,2021-03-01,0001628280-22-004180,0001628280-21-003574,0.998458,0.940830,335960,0.999630,0.978066,28370,0.995384,0.925798,75907
0001707925,LIN,2022,2021,2022-12-31,2023-02-28,2022-02-28,0001628280-23-005434,0001628280-22-004180,0.998984,0.935223,328893,0.994546,0.918426,28050,0.994515,0.943515,75814
0001707925,LIN,2023,2022,2023-12-31,2024-02-28,2023-02-28,0001628280-24-007424,0001628280-23-005434,0.998919,0.942822,337248,0.996054,0.937316,26896,0.994263,0.958538,74267
0001707925,LIN,2024,2023,2024-12-31,2025-02-26,2024-02-28,0001628280-25-007990,0001628280-24-007424,0.999013,0.940055,337926,0.999725,0.979508,26430,0.997474,0.956860,72696
0001707925,LIN,2025,2024,2025-12-31,2026-02-25,2025-02-26,0001628280-26-011430,0001628280-25-007990,0.999700,0.956105,338079,0.999874,0.988648,26787,0.998044,0.920280,72615
0000059478,LLY,2008,2007,2008-12-31,2009-02-27,2008-02-29,0000950152-09-001897,0000950137-08-003028,0.994486,0.824759,333027,0.975352,0.802980,12658,0.993689,0.780000,134603
0000059478,LLY,2009,2008,2009-12-31,2010-02-22,2009-02-27,0000950123-10-014958,0000950152-09-001897,0.997010,0.841039,354738,0.978825,0.850467,13606,0.982557,0.601121,85284
0000059478,LLY,2010,2009,2010-12-31,2011-02-22,2010-02-22,0001193125-11-041620,0000950123-10-014958,0.996303,0.838198,350476,0.987851,0.919431,13819,0.975771,0.564648,140889
0000059478,LLY,2011,2010,2011-12-31,2012-02-24,2011-02-22,0001193125-12-078393,0001193125-11-041620,0.995566,0.843047,327658,0.980279,0.848752,14406,0.976156,0.581286,78587
0000059478,LLY,2012,2011,2012-12-31,2013-02-21,2012-02-24,0000059478-13-000007,0001193125-12-078393,0.997045,0.881207,318077,0.965842,0.783083,15424,0.984168,0.697444,67100
0000059478,LLY,2013,2012,2013-12-31,2014-02-19,2013-02-21,0000059478-14-000078,0000059478-13-000007,0.997270,0.860673,323077,0.955550,0.652608,21405,0.970369,0.582126,48408
0000059478,LLY,2014,2013,2014-12-31,2015-02-19,2014-02-19,0000059478-15-000100,0000059478-14-000078,0.995628,0.876136,352397,0.978288,0.776316,25064,0.961624,0.547646,73965
0000059478,LLY,2015,2014,2015-12-31,2016-02-19,2015-02-19,0000059478-16-000321,0000059478-15-000100,0.996353,0.869927,376856,0.987398,0.867126,26264,0.986662,0.805246,82403
0000059478,LLY,2016,2015,2016-12-31,2017-02-21,2016-02-19,0000059478-17-000098,0000059478-16-000321,0.997201,0.881245,375038,0.969609,0.733587,22719,0.989609,0.845218,82190
0000059478,LLY,2017,2016,2017-12-31,2018-02-20,2017-02-21,0000059478-18-000089,0000059478-17-000098,0.996561,0.899174,392751,0.995274,0.950000,23344,0.989719,0.845943,85852
0000059478,LLY,2018,2017,2018-12-31,2019-02-19,2018-02-20,0000059478-19-000082,0000059478-18-000089,0.993024,0.876334,393667,0.989677,0.934283,25725,0.987727,0.783554,84199
0000059478,LLY,2019,2018,2019-12-31,2020-02-19,2019-02-19,0000059478-20-000057,0000059478-19-000082,0.992494,0.841140,382035,0.986721,0.886694,26184,0.988095,0.803922,80038
0000059478,LLY,2020,2019,2020-12-31,2021-02-17,2020-02-19,0000059478-21-000083,0000059478-20-000057,0.989727,0.816355,416984,0.961625,0.776492,34604,0.962632,0.700342,80377
0000059478,LLY,2021,2020,2021-12-31,2022-02-23,2021-02-17,0000059478-22-000068,0000059478-21-000083,0.996612,0.857688,417478,0.987262,0.773188,40852,0.758117,0.317723,43608
0000059478,LLY,2022,2021,2022-12-31,2023-02-22,2022-02-23,0000059478-23-000082,0000059478-22-000068,0.996131,0.859294,408239,0.986446,0.769930,50325,0.988289,0.850717,42139
0000059478,LLY,2023,2022,2023-12-31,2024-02-21,2023-02-22,0000059478-24-000065,0000059478-23-000082,0.995346,0.835409,414107,0.981929,0.738975,62874,0.969152,0.678832,38966
0000059478,LLY,2024,2023,2024-12-31,2025-02-19,2024-02-21,0000059478-25-000067,0000059478-24-000065,0.997588,0.886667,411185,0.994622,0.867251,68778,0.977803,0.769285,30180
0000059478,LLY,2025,2024,2025-12-31,2026-02-12,2025-02-19,0000059478-26-000013,0000059478-25-000067,0.996066,0.867828,367329,0.995789,0.860542,77540,0.990852,0.901749,30531
0000936468,LMT,2008,2007,2008-12-31,2009-02-26,2008-02-28,0001193125-09-038670,0001193125-08-041793,0.998018,0.821700,416724,0.995365,0.931004,33183,0.994438,0.783576,132859
0000936468,LMT,2009,2008,2009-12-31,2010-02-25,2009-02-26,0001193125-10-040520,0001193125-09-038670,0.996561,0.802297,387015,0.996564,0.948602,33911,0.995200,0.856150,136510
0000936468,LMT,2010,2009,2010-12-31,2011-02-25,2010-02-25,0001193125-11-045739,0001193125-10-040520,0.995529,0.803305,364346,0.970006,0.633383,34047,0.989707,0.692754,125177
0000936468,LMT,2011,2010,2011-12-31,2012-02-23,2011-02-25,0001193125-12-074929,0001193125-11-045739,0.995433,0.828414,381058,0.986755,0.851911,38666,0.986964,0.734649,132518
0000936468,LMT,2012,2011,2012-12-31,2013-02-28,2012-02-23,0001193125-13-082873,0001193125-12-074929,0.991729,0.851534,411254,0.982633,0.809038,43896,0.981854,0.765475,149755
0000936468,LMT,2013,2012,2013-12-31,2014-02-14,2013-02-28,0001193125-14-055034,0001193125-13-082873,0.997064,0.873315,416714,0.985805,0.844193,49180,0.992445,0.823370,151515
0000936468,LMT,2014,2013,2014-12-31,2015-02-09,2014-02-14,0001193125-15-038681,0001193125-14-055034,0.997342,0.897924,422905,0.981226,0.828903,49797,0.994049,0.844764,154946
0000936468,LMT,2015,2014,2015-12-31,2016-02-24,2015-02-09,0001193125-16-476010,0001193125-15-038681,0.988898,0.875819,491041,0.975304,0.832031,56238,0.986027,0.842481,171682
0000936468,LMT,2016,2015,2016-12-31,2017-02-09,2016-02-24,0001193125-17-036192,0001193125-16-476010,0.991999,0.858245,488866,0.982785,0.788544,56519,0.985617,0.792197,157619
0000936468,LMT,2017,2016,2017-12-31,2018-02-06,2017-02-09,0000936468-18-000009,0001193125-17-036192,0.998107,0.884740,494571,0.990413,0.837612,51883,0.995692,0.825000,170336
0000936468,LMT,2018,2017,2018-12-31,2019-02-08,2018-02-06,0000936468-19-000009,0000936468-18-000009,0.996234,0.873110,490311,0.988792,0.844828,56955,0.991010,0.806759,154932
0000936468,LMT,2019,2018,2019-12-31,2020-02-07,2019-02-08,0000936468-20-000016,0000936468-19-000009,0.995970,0.881075,470452,0.987923,0.830389,68326,,,0
0000936468,LMT,2020,2019,2020-12-31,2021-01-28,2020-02-07,0000936468-21-000013,0000936468-20-000016,0.996152,0.875164,498393,0.983021,0.837009,84117,,,0
0000936468,LMT,2021,2020,2021-12-31,2022-01-25,2021-01-28,0000936468-22-000008,0000936468-21-000013,0.997801,0.866650,493665,0.990813,0.781871,88676,,,0
0000936468,LMT,2022,2021,2022-12-31,2023-01-26,2022-01-25,0000936468-23-000009,0000936468-22-000008,0.997180,0.865423,481911,0.986302,0.780842,82415,,,0
0000936468,LMT,2023,2022,2023-12-31,2024-01-23,2023-01-26,0000936468-24-000010,0000936468-23-000009,0.998355,0.893472,450520,0.996285,0.858724,74693,,,0
0000936468,LMT,2024,2023,2024-12-31,2025-01-28,2024-01-23,0000936468-25-000009,0000936468-24-000010,0.999095,0.908025,450707,0.998809,0.960458,75505,,,0
0000936468,LMT,2025,2024,2025-12-31,2026-01-29,2025-01-28,0001628280-26-004195,0000936468-25-000009,0.998068,0.895325,435997,0.996681,0.921199,78784,,,0
0000060667,LOW,2008,2007,2008-02-01,2008-04-01,2007-04-03,0000060667-08-000067,0000060667-07-000052,0.993745,0.832131,73151,0.986717,0.873823,10296,,,0
0000060667,LOW,2009,2008,2009-01-30,2009-03-31,2008-04-01,0000060667-09-000036,0000060667-08-000067,0.993176,0.798073,73222,0.976340,0.850352,11586,,,0
0000060667,LOW,2010,2009,2010-01-29,2010-03-30,2009-03-31,0000060667-10-000059,0000060667-09-000036,0.979056,0.683440,68015,0.982886,0.827372,14038,,,0
0000060667,LOW,2011,2010,2011-01-28,2011-03-29,2010-03-30,0000060667-11-000061,0000060667-10-000059,0.985414,0.753566,73667,0.910290,0.499445,15643,,,28778
0000060667,LOW,2012,2011,2012-02-03,2012-04-02,2011-03-29,0000060667-12-000096,0000060667-11-000061,0.933570,0.574141,236715,0.979838,0.810513,16746,0.796366,0.285993,62415
0000060667,LOW,2013,2012,2013-02-01,2013-04-02,2012-04-02,0000060667-13-000045,0000060667-12-000096,0.997326,0.843535,232981,0.996482,0.958069,17404,0.981438,0.684584,57900
0000060667,LOW,2014,2013,2014-01-31,2014-03-31,2013-04-02,0000060667-14-000054,0000060667-13-000045,0.995093,0.852941,244104,0.980495,0.813115,21441,0.985698,0.734324,56064
0000060667,LOW,2015,2014,2015-01-30,2015-03-31,2014-03-31,0000060667-15-000057,0000060667-14-000054,0.996780,0.863693,236233,0.983776,0.820988,22223,0.991368,0.753888,52395
0000060667,LOW,2016,2015,2016-01-29,2016-03-29,2015-03-31,0000060667-16-000276,0000060667-15-000057,0.996914,0.864699,267033,0.973214,0.721981,31971,0.981462,0.709720,61174
0000060667,LOW,2017,2016,2017-02-03,2017-04-04,2016-03-29,0000060667-17-000076,0000060667-16-000276,0.995699,0.869256,285273,0.993624,0.912343,31378,0.986500,0.731647,66905
0000060667,LOW,2018,2017,2018-02-02,2018-04-02,2017-04-04,0000060667-18-000051,0000060667-17-000076,0.998139,0.862522,286515,0.994559,0.887083,36324,0.986638,0.712693,66096
0000060667,LOW,2019,2018,2019-02-01,2019-04-02,2018-04-02,0000060667-19-000042,0000060667-18-000051,0.996703,0.868481,323575,0.992690,0.905780,40210,0.981379,0.734029,74039
0000060667,LOW,2020,2019,2020-01-31,2020-03-23,2019-04-02,0000060667-20-000036,0000060667-19-000042,0.995391,0.838575,300402,0.989099,0.838855,39086,0.974715,0.683108,54239
0000060667,LOW,2021,2020,2021-01-29,2021-03-22,2020-03-23,0000060667-21-000026,0000060667-20-000036,0.994345,0.832452,290444,0.991248,0.828658,41565,0.972792,0.696862,54667
0000060667,LOW,2022,2021,2022-01-28,2022-03-21,2021-03-22,0000060667-22-000038,0000060667-21-000026,0.997356,0.845004,279948,0.990567,0.861314,48125,0.926921,0.407547,19092
0000060667,LOW,2023,2022,2023-02-03,2023-03-27,2022-03-21,0000060667-23-000034,0000060667-22-000038,0.995617,0.837177,292516,0.996985,0.879298,49837,0.946245,0.633858,19406
0000060667,LOW,2024,2023,2024-02-02,2024-03-25,2023-03-27,0000060667-24-000033,0000060667-23-000034,0.997532,0.889546,289406,0.997156,0.926690,50790,0.967152,0.692982,17507
0000060667,LOW,2025,2024,2025-01-31,2025-03-24,2024-03-25,0000060667-25-000049,0000060667-24-000033,0.997948,0.934962,281926,0.996898,0.951271,53781,0.981817,0.762440,16230
0000707549,LRCX,2008,2007,2008-06-29,2008-08-28,2008-03-31,0000950134-08-015947,0000891618-08-000189,0.974313,0.750133,335948,0.996084,0.951915,40699,0.949189,0.674973,69370
0000707549,LRCX,2009,2008,2009-06-28,2009-08-27,2008-08-28,0001193125-09-182356,0000950134-08-015947,0.994166,0.868045,340941,0.988076,0.849673,35553,0.988521,0.790971,76681
0000707549,LRCX,2010,2009,2010-06-27,2010-08-23,2009-08-27,0001193125-10-194304,0001193125-09-182356,0.994607,0.881084,319902,0.987026,0.843384,36857,0.978778,0.725935,60888
0000707549,LRCX,2011,2010,2011-06-26,2011-08-19,2010-08-23,0001193125-11-227691,0001193125-10-194304,0.996841,0.905443,325325,0.994626,0.904443,38732,0.994119,0.842105,56669
0000707549,LRCX,2012,2011,2012-06-24,2012-08-22,2011-08-19,0001193125-12-365446,0001193125-11-227691,0.987895,0.840683,363212,0.994356,0.910328,42764,0.989884,0.863326,51885
0000707549,LRCX,2013,2012,2013-06-30,2013-08-27,2012-08-22,0001193125-13-348269,0001193125-12-365446,0.997103,0.837794,353790,0.995264,0.858586,48328,0.995095,0.849961,52107
0000707549,LRCX,2014,2013,2014-06-29,2014-08-26,2013-08-27,0001193125-14-321759,0001193125-13-348269,0.997014,0.911705,339339,0.994539,0.894884,48894,0.995119,0.823575,52170
0000707549,LRCX,2015,2014,2015-06-28,2015-08-13,2014-08-26,0001193125-15-290023,0001193125-14-321759,0.997302,0.924839,322222,0.996266,0.910292,52032,0.992811,0.876078,51806
0000707549,LRCX,2016,2015,2016-06-26,2016-08-17,2015-08-13,0000707549-16-000050,0001193125-15-290023,0.984272,0.915083,376107,0.888357,0.858567,69440,0.975717,0.788648,57907
0000707549,LRCX,2017,2016,2017-06-25,2017-08-15,2016-08-17,0000707549-17-000100,0000707549-16-000050,0.993241,0.900642,358260,0.900997,0.839879,55859,0.993504,0.822948,52840
0000707549,LRCX,2018,2017,2018-06-24,2018-08-14,2017-08-15,0000707549-18-000115,0000707549-17-000100,0.996795,0.869435,378624,0.998422,0.946837,56744,0.989614,0.832340,55656
0000707549,LRCX,2019,2018,2019-06-30,2019-08-20,2018-08-14,0000707549-19-000124,0000707549-18-000115,0.998947,0.930454,373525,0.999169,0.980874,57363,0.992743,0.827790,51544
0000707549,LRCX,2020,2019,2020-06-28,2020-08-18,2019-08-20,0000707549-20-000138,0000707549-19-000124,0.998313,0.919355,368449,0.990461,0.912214,65172,0.994598,0.885514,52354
0000707549,LRCX,2021,2020,2021-06-27,2021-08-17,2020-08-18,0000707549-21-000136,0000707549-20-000138,0.996640,0.909364,346850,0.995226,0.931349,69507,0.992168,0.861348,50879
0000707549,LRCX,2022,2021,2022-06-26,2022-08-24,2021-08-17,0000707549-22-000107,0000707549-21-000136,0.998753,0.958806,338981,0.997106,0.961516,74426,0.976415,0.779743,37514
0000707549,LRCX,2023,2022,2023-06-25,2023-08-15,2022-08-24,0000707549-23-000102,0000707549-22-000107,0.999077,0.917271,349017,0.996158,0.925140,78821,0.993137,0.854073,39230
0000707549,LRCX,2024,2023,2024-06-30,2024-08-29,2023-08-15,0000707549-24-000106,0000707549-23-000102,0.998091,0.938024,338196,0.999193,0.976457,79669,0.976898,0.793327,30949
0000707549,LRCX,2025,2024,2025-06-29,2025-08-11,2024-08-29,0000707549-25-000075,0000707549-24-000106,0.998735,0.951886,331596,0.998627,0.963475,81480,0.990881,0.844512,32182
0001141391,MA,2008,2007,2008-12-31,2009-02-19,2008-02-21,0001193125-09-033062,0001193125-08-034694,0.998139,0.876012,517465,0.991336,0.815492,81983,0.988422,0.761442,95506
0001141391,MA,2009,2008,2009-12-31,2010-02-18,2009-02-19,0001193125-10-034065,0001193125-09-033062,0.997769,0.840010,498595,0.957195,0.585928,168590,0.984472,0.693333,80156
0001141391,MA,2010,2009,2010-12-31,2011-02-24,2010-02-18,0001193125-11-044721,0001193125-10-034065,0.997559,0.872845,515985,0.946211,0.560714,72411,0.992161,0.803289,96111
0001141391,MA,2011,2010,2011-12-31,2012-02-16,2011-02-24,0001141391-12-000003,0001193125-11-044721,0.998534,0.889356,511369,0.996003,0.860828,76890,0.985655,0.762752,84151
0001141391,MA,2012,2011,2012-12-31,2013-02-14,2012-02-16,0001141391-13-000003,0001141391-12-000003,0.994823,0.840654,468931,0.986205,0.797245,82385,0.987828,0.726807,61834
0001141391,MA,2013,2012,2013-12-31,2014-02-14,2013-02-14,0001141391-14-000003,0001141391-13-000003,0.997826,0.834111,383615,0.994165,0.852376,78026,0.994030,0.858006,55411
0001141391,MA,2014,2013,2014-12-31,2015-02-13,2014-02-14,0001141391-15-000011,0001141391-14-000003,0.998409,0.879750,353923,0.993743,0.872825,69599,0.996152,0.892380,58080
0001141391,MA,2015,2014,2015-12-31,2016-02-12,2015-02-13,0001141391-16-000085,0001141391-15-000011,0.998335,0.895729,340738,0.993884,0.890655,64213,0.986078,0.816327,59649
0001141391,MA,2016,2015,2016-12-31,2017-02-15,2016-02-12,0001141391-17-000014,0001141391-16-000085,0.998795,0.929082,364825,0.997610,0.929129,68037,0.989756,0.911526,62249
0001141391,MA,2017,2016,2017-12-31,2018-02-14,2017-02-15,0001141391-18-000009,0001141391-17-000014,0.994429,0.854560,417206,0.985992,0.822711,75794,0.963692,0.822190,72806
0001141391,MA,2018,2017,2018-12-31,2019-02-13,2018-02-14,0001141391-19-000013,0001141391-18-000009,0.998147,0.869705,412804,0.995519,0.864437,69388,0.986600,0.787390,61825
0001141391,MA,2019,2018,2019-12-31,2020-02-14,2019-02-13,0001141391-20-000032,0001141391-19-000013,0.995608,0.867090,409644,0.997490,0.955261,70633,0.979102,0.756464,51533
0001141391,MA,2020,2019,2020-12-31,2021-02-12,2020-02-14,0001141391-21-000018,0001141391-20-000032,0.998284,0.887419,415453,0.996412,0.906440,73197,0.986967,0.799458,51460
0001141391,MA,2021,2020,2021-12-31,2022-02-11,2021-02-12,0001141391-22-000023,0001141391-21-000018,0.998714,0.878477,433687,0.998361,0.945088,76603,0.993721,0.830896,51562
0001141391,MA,2022,2021,2022-12-31,2023-02-14,2022-02-11,0001141391-23-000020,0001141391-22-000023,0.999011,0.898980,452164,0.997423,0.909936,82185,0.988745,0.820215,60388
0001141391,MA,2023,2022,2023-12-31,2024-02-13,2023-02-14,0001141391-24-000022,0001141391-23-000020,0.998988,0.905079,459291,0.995669,0.861993,82979,0.993521,0.836331,54545
0001141391,MA,2024,2023,2024-12-31,2025-02-12,2024-02-13,0001141391-25-000011,0001141391-24-000022,0.998956,0.884915,451041,0.997686,0.920993,81703,0.995209,0.886973,52233
0001141391,MA,2025,2024,2025-12-31,2026-02-11,2025-02-12,0001141391-26-000013,0001141391-25-000011,0.999380,0.922525,448900,0.999374,0.966161,83264,0.997009,0.908821,50002
0000063908,MCD,2008,2007,2008-12-31,2009-02-25,2008-02-25,0001193125-09-037008,0001193125-08-037220,0.997925,0.877510,269638,0.992103,0.891332,17064,0.994335,0.815748,111651
0000063908,MCD,2009,2008,2009-12-31,2010-02-26,2009-02-25,0001193125-10-042025,0001193125-09-037008,0.994658,0.848584,268591,0.983231,0.823600,18151,0.993130,0.806604,105657
0000063908,MCD,2010,2009,2010-12-31,2011-02-25,2010-02-26,0001193125-11-046701,0001193125-10-042025,0.993971,0.853854,240294,0.981920,0.816133,17332,0.986344,0.788305,89710
0000063908,MCD,2011,2010,2011-12-31,2012-02-24,2011-02-25,0001193125-12-077317,0001193125-11-046701,0.996818,0.902071,238492,0.988983,0.839178,18716,0.994671,0.843182,89161
0000063908,MCD,2012,2011,2012-12-31,2013-02-25,2012-02-24,0000063908-13-000010,0001193125-12-077317,0.997580,0.888158,239989,0.988899,0.861340,19884,0.993202,0.800992,91579
0000063908,MCD,2013,2012,2013-12-31,2014-02-24,2013-02-25,0000063908-14-000019,0000063908-13-000010,0.998289,0.868858,226369,0.986939,0.822099,20430,0.993021,0.763158,80301
0000063908,MCD,2014,2013,2014-12-31,2015-02-24,2014-02-24,0000063908-15-000016,0000063908-14-000019,0.996479,0.846932,247646,0.932823,0.640420,31225,0.991702,0.787185,87571
0000063908,MCD,2015,2014,2015-12-31,2016-02-25,2015-02-24,0000063908-16-000103,0000063908-15-000016,0.993120,0.846054,259215,0.995334,0.907931,33327,0.971575,0.700159,88871
0000063908,MCD,2016,2015,2016-12-31,2017-03-01,2016-02-25,0000063908-17-000017,0000063908-16-000103,0.997557,0.852941,256840,0.994843,0.870322,35231,0.990548,0.723428,80309
0000063908,MCD,2017,2016,2017-12-31,2018-02-23,2017-03-01,0000063908-18-000010,0000063908-17-000017,0.998045,0.897757,260921,0.996314,0.923144,36443,0.992301,0.792597,82688
0000063908,MCD,2018,2017,2018-12-31,2019-02-22,2018-02-23,0000063908-19-000010,0000063908-18-000010,0.998672,0.873360,258872,0.994840,0.905417,36621,0.994650,0.767671,80769
0000063908,MCD,2019,2018,2019-12-31,2020-02-26,2019-02-22,0000063908-20-000022,0000063908-19-000010,0.996789,0.888445,255873,,,0,,,0
0000063908,MCD,2020,2019,2020-12-31,2021-02-23,2020-02-26,0000063908-21-000013,0000063908-20-000022,0.994607,0.822840,269381,,,0,,,0
0000063908,MCD,2021,2020,2021-12-31,2022-02-24,2021-02-23,0000063908-22-000011,0000063908-21-000013,0.997905,0.889776,268821,,,0,,,0
0000063908,MCD,2022,2021,2022-12-31,2023-02-24,2022-02-24,0000063908-23-000012,0000063908-22-000011,0.998482,0.896731,267473,,,0,,,0
0000063908,MCD,2023,2022,2023-12-31,2024-02-22,2023-02-24,0000063908-24-000072,0000063908-23-000012,0.998361,0.899970,275033,,,0,,,0
0000063908,MCD,2024,2023,2024-12-31,2025-02-25,2024-02-22,0000063908-25-000012,0000063908-24-000072,0.998763,0.903730,282900,,,0,,,0
0000063908,MCD,2025,2024,2025-12-31,2026-02-24,2025-02-25,0000063908-26-000035,0000063908-25-000012,0.999449,0.950062,275771,,,0,,,0
0001103982,MDLZ,2008,2007,2008-12-31,2009-02-27,2008-02-25,0001193125-09-040798,0001193125-08-037590,0.988936,0.854635,343753,0.978887,0.812139,15767,0.977717,0.769149,111708
0001103982,MDLZ,2009,2008,2009-12-31,2010-02-25,2009-02-27,0001193125-10-040106,0001193125-09-040798,0.973004,0.830751,387189,0.981211,0.826613,16414,0.967322,0.732029,141275
0001103982,MDLZ,2010,2009,2010-12-31,2011-02-28,2010-02-25,0001193125-11-048979,0001193125-10-040106,0.989248,0.814889,384533,0.962233,0.690372,24783,0.980830,0.761738,133580
0001103982,MDLZ,2011,2010,2011-12-31,2012-02-27,2011-02-28,0001193125-12-080318,0001193125-11-048979,0.993371,0.845777,377551,0.977180,0.790291,29571,0.982017,0.770439,125774
0001103982,MDLZ,2012,2011,2012-12-31,2013-02-25,2012-02-27,0001193125-13-073227,0001193125-12-080318,0.978111,0.739350,393494,0.977546,0.777778,30119,0.958191,0.716201,126014
0001103982,MDLZ,2013,2012,2013-12-31,2014-03-03,2013-02-25,0001193125-14-079175,0001193125-13-073227,0.988553,0.838757,456750,0.990051,0.793469,36707,0.983729,0.754550,157909
0001103982,MDLZ,2014,2013,2014-12-31,2015-02-20,2014-03-03,0001193125-15-055355,0001193125-14-079175,0.992258,0.842971,402040,0.993791,0.859799,40219,0.962848,0.613361,103030
0001103982,MDLZ,2015,2014,2015-12-31,2016-02-19,2015-02-20,0001193125-16-469394,0001193125-15-055355,0.984406,0.849433,462743,0.995143,0.885800,41464,0.960889,0.797203,129726
0001103982,MDLZ,2016,2015,2016-12-31,2017-02-24,2016-02-19,0001193125-17-055858,0001193125-16-469394,0.989809,0.843599,487638,0.995271,0.881417,43857,0.980523,0.775852,147837
0001103982,MDLZ,2017,2016,2017-12-31,2018-02-09,2017-02-24,0001193125-18-037332,0001193125-17-055858,0.994020,0.869127,480633,0.992315,0.839838,49138,0.979392,0.778674,141783
0001103982,MDLZ,2018,2017,2018-12-31,2019-02-08,2018-02-09,0001103982-19-000005,0001193125-18-037332,0.987549,0.874737,469184,0.995498,0.890039,54979,0.965611,0.820160,128014
